property_type,prices,prop_description,locations,beds_num,baths_num,area
Apartment,"7,000,000 EGP",Apartment for sale -ready to move in I city M V,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 165 sqm
Apartment,Ask for price,Smart investment in Mivida with low Downpayment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 195 sqm
Villa,"23,000,000 EGP",فيلا  للبيع في كمبوند رويال ميدوز الشيخ زايد,"Royal Meadows, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4,4, 330 sqm
Duplex,"11,000,000 EGP",Furnished duplex - lowest price - Stone Residence,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3, 222 sqm
Villa,"86,000,000 EGP", First Row Golf Villa For Sale In District One ,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",5,5, 800 sqm
Twin House,"31,000,000 EGP",Resale Twinhouse At The Best Location Prime View,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5, 400 sqm
Apartment,"8,700,000 EGP",3Bed 140 m² Apartment for sale Zayed Ready to Move,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",3,3, 140 sqm
Apartment,"4,872,000 EGP",شقتك أستلام فوري ف بيت الوطن بأقل مقدم35% بسعر خاص,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,2, 203 sqm
Villa,"40,000,000 EGP",Luxurious Standalone with prime location for sale ,"Elan, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,3, 210 sqm
Apartment,"3,420,000 EGP",الأولي العقارية(كومنبد اوري)شقة90م 10%مقدم وبتقسيط,"Rivers, New Zayed City, Sheikh Zayed City, Giza",2,2, 90 sqm
Apartment,"4,300,000 EGP",FLAT 3-BR Lagoon View in New Capital Over 7 Years,"La Verde Casette, New Capital Compounds, New Capital City, Cairo",3,3, 147 sqm
Villa,"72,000,000 EGP",Villa open view on practice golf luxury finishing,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",5,5, 500 sqm
Apartment,"4,918,000 EGP",Apartment 2bed Lagoon View On Central Park 10%Dp,"Lumia Residence, R7, New Capital City, Cairo",2,2, 99 sqm
Apartment,"5,235,000 EGP",شقة 188م² أرضي بحديقة 69 م² – كمبوند جِـيـرَان,"Astoria Park, Hadayek October, 6 October City, Giza",4,3, 188 sqm
Apartment,"9,700,000 EGP",اجمل 200 متر فى مدينتى فيو وايد جاردن 4 غرف نوم,"Madinaty, Cairo",4,3, 200 sqm
Apartment,"16,000,000 EGP",apartment for sale in District 5 ready to move,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 215 sqm
Chalet,"15,327,306 EGP",Chalet for sale in Hacienda west Ras el hekma,"Hacienda West, Ras Al Hekma, North Coast",3,4, 150 sqm
Chalet,"19,900,000 EGP",apartment for sale in hacienda waters north coast,"Hacienda Waters, Qesm Ad Dabaah, North Coast",4,5, 154 sqm
Villa,"65,330,563 EGP",Villa for sale in hacienda west second row seaview,"Hacienda West, Ras Al Hekma, North Coast",4,5, 264 sqm
Chalet,"9,738,399 EGP",Chalet for sale in Hacienda west ras el hekma,"Hacienda West, Ras Al Hekma, North Coast",2,3, 99 sqm
Chalet,"9,500,000 EGP",Chalet for sale in Hacienda west ras el hekma,"Hacienda West, Ras Al Hekma, North Coast",2,3, 113 sqm
Chalet,"7,400,000 EGP",Own A Chalet 2BR -Garden View - Fully Finished,"Veranda, Sahl Hasheesh, Hurghada, Red Sea",1,1, 73 sqm
Apartment,"6,400,000 EGP",disc 15% apt with garden Dp600k with 12y install,"Ray Residence, New Capital Compounds, New Capital City, Cairo",3,3, 175 sqm
Villa,"18,000,000 EGP",Townhouse at Belle Vie | Prime Location | phase 1,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",3,4, 200 sqm
Villa,"65,000,000 EGP",Standalone in Marassi finished Open View Delivered,"Marassi, Sidi Abdel Rahman, North Coast",5,5, 505 sqm
Villa,"24,000,000 EGP",Special Price Standalone Villa Resale Prime View,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",4,4, 287 sqm
Chalet,"7,300,000 EGP",Chalet Garden View -Fully Finished - Lowest Price,"Veranda, Sahl Hasheesh, Hurghada, Red Sea",1,1, 73 sqm
Townhouse,"13,500,000 EGP",Townhouse Corner for Sale in O West Hillside,"O West, 6 October Compounds, 6 October City, Giza",3,4, 173 sqm
Apartment,"4,600,000 EGP",شقة فاخرة للبيع بتشطيب فندقي في أرقى مناطق مدينتي,"Madinaty, Cairo",2,1, 82 sqm
Apartment,"10,150,000 EGP",شقة للبيع متشطبه | NYOUM October – Boulevard Phase,"Nyoum October, Northern Expansions, 6 October City, Giza",4,3, 203 sqm
Villa,"48,800,000 EGP",Standalone Villa exclusive offer 10y payment Plan,"Marsa Baghush, Qesm Marsa Matrouh, North Coast",4,6, 265 sqm
Chalet,"14,500,000 EGP",Chalet in Marasi Catania Fully Furnished with ACs,"Marassi, Sidi Abdel Rahman, North Coast",2,2, 121 sqm
Villa,"27,000,000 EGP",للبيع في الرحاب2 فيلا مستقله بسعر لقطه موقع مميز,"Al Rehab, New Cairo City, Cairo",4,3, 267 sqm
Villa,"49,950,000 EGP",For Sale – Semi-Finished Villa in Kingsrange,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",4,5, 430 sqm
Villa,"28,000,000 EGP",فيلا مستقلة للبيع بمدينتي نـمـوذج C3 بدون تشطيب,"Madinaty, Cairo",4,4, 456 sqm
Cabin,"12,000,000 EGP",cabin for sale in Hacienda west ready to move,"Hacienda West, Ras Al Hekma, North Coast",1,1, 45 sqm
Chalet,"12,500,000 EGP",chalet for sale in Hacienda west ready to move,"Hacienda West, Ras Al Hekma, North Coast",2,3, 110 sqm
Chalet,"8,100,600 EGP",chalet for sale in Hacienda west delivery 2027,"Hacienda West, Ras Al Hekma, North Coast",1,2, 65 sqm
Villa,"59,000,000 EGP",Villa For Sale in Hacienda west 1row Ready To Move,"Hacienda West, Ras Al Hekma, North Coast",5,6, 340 sqm
Villa,"49,000,000 EGP",Villa for Sale in Hacienda West 2Row Ready To Move,"Hacienda West, Ras Al Hekma, North Coast",4,5, 264 sqm
Villa,"3,200,000 EGP",villa in prim location water view 282 meters,"PX Palm Hills, 6 October Compounds, 6 October City, Giza",4,4, 28 sqm
Chalet,"11,500,000 EGP",Chalet For Sale In Hacienda West RTM Garden 260 m,"Hacienda West, Ras Al Hekma, North Coast",3,3, 155 sqm
Apartment,"11,900,000 EGP",شـقة للبيع في مدينتي b3 تشطيبات الترا سوبر لوكس,"Madinaty, Cairo",3,3, 211 sqm
Apartment,"14,000,000 EGP",Resale Apartment without Over Price |Ready to Move,"O West, 6 October Compounds, 6 October City, Giza",3,3, 174 sqm
Twin House,"40,000,000 EGP",Luxurious Twin house For Sale under market price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3, 310 sqm
Apartment,"12,064,872 EGP",Apartment Ready To Move In Mountain View iCity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,1, 140 sqm
Apartment,"7,500,000 EGP",Apartment for Sale – Cash – B10 – Immediate Handov,"Privado, Madinaty, Cairo",3,3, 165 sqm
Chalet,"11,500,000 EGP",Chalet For Sale in Hacienda West Garden 260m,"Hacienda West, Ras Al Hekma, North Coast",3,3, 155 sqm
Apartment,"5,730,000 EGP","Buy now, pay 120 months near Al Ahly Zayed","Namya West, Sheikh Zayed City, Giza",3,3, 188 sqm
Chalet,"12,000,000 EGP",Chalet For Sale in Hacienda West RTM,"Hacienda West, Ras Al Hekma, North Coast",3,3, 153 sqm
Chalet,"11,250,000 EGP",Chalet For Sale In Hacienda West Lowest Price,"Hacienda West, Ras Al Hekma, North Coast",3,3, 153 sqm
Apartment,"3,300,000 EGP",للبيع بحدائق الاهرام شقه واجهه منطقه و تانى بوابة,"Gate 3 old - Khafre, Hadayek El Ahram, Giza",3,2, 180 sqm
Apartment,"7,500,000 EGP",Apartment For Sale In Capital Garden Palm Hills,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3, 207 sqm
Twin House,"31,000,000 EGP",TwinHouse For Sale In Concord Gardens RTM 660m,"Concord Gardens, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6,6, 660 sqm
Apartment,"15,000,000 EGP",Apartment for sale in Villete with AC&#39;s R.T.M,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3, 162 sqm
Apartment,"8,500,000 EGP",Apt For Sale In Regents Park Rtm Fully finished,"Regents Park, Al Andalus District, New Cairo City, Cairo",2,1, 123 sqm
Villa,"190,160,000 EGP",Villa for sale at Katameya heights *First row golf,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo", 7+, 7+, 850 sqm
Apartment,"21,500,000 EGP",For Sale Beautiful Apartment in Amberville,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3,2, 237 sqm
Villa,"188,000,000 EGP",villa for sale in katameya dunes 1st row golf view,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo", 7+, 7+," 1,200 sqm"
Villa,"140,900,000 EGP",Villa for sale in katameya dunes 1st row golf view,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6,6," 1,700 sqm"
Villa,"5,000,000 EGP","Villa 360m price an Apart Zayed near, hyper1+insta","Royal Meadows, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4,4, 20 sqm
Apartment,"14,900,000 EGP",2-Bedroom Home Fully Finished with ACs in Gouna,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea",1,2, 85 sqm
Villa,"36,100,000 EGP",3-Bedroom Townhouse with Garden Roof &amp; Double View,"Tuban Islands, El Gouna, Hurghada, Red Sea",3,4, 165 sqm
Villa,"29,000,000 EGP",New Launch | 1st Row Lagoon Villa – Blanca Gardens,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",3,4, 220 sqm
Villa,"32,000,000 EGP",3-Bedroom Villa Fully Finished with Double View,"Wadi Soma, Soma Bay, Safaga, Hurghada, Red Sea",3,4, 200 sqm
Penthouse,"14,230,000 EGP",3-Bedroom Chalet with Private Roof &amp; Double View,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea",3,3, 190 sqm
Apartment,"27,000,000 EGP",3-Bedroom Apartment Fully Finished – El Gouna,"Tuban Islands, El Gouna, Hurghada, Red Sea",3,4, 151 sqm
Apartment,"5,300,000 EGP",شقة للبيع 170 م المندرة (بجوار دوار جحا),"El Mandara, Hay Than El Montazah, Alexandria",3,2, 170 sqm
Apartment,"21,000,000 EGP",2-Bedroom Apartment Fully Finished with ACs,"Tuban Islands, El Gouna, Hurghada, Red Sea",2,3, 115 sqm
iVilla,"6,800,000 EGP",اي فيلا استلام فوري ماونتن فيو اي سيتي لوكيشن مميز,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3,3, 225 sqm
Villa,"89,500,000 EGP",Fully Finished Standalone Villa with Inst 2029,"Soul North Coast, Qesm Ad Dabaah, North Coast",4,4, 344 sqm
Villa,"20,600,000 EGP",New Launch | 1st Row Lagoon Standalone Chalet,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",3,3, 140 sqm
Apartment,"6,890,000 EGP",New Launch | 1-Bedroom Chalet with Lagoon View,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",1,1, 61 sqm
Chalet,"5,800,000 EGP",For Sale – Chalet in Stella Di Mare Golf,"Stella Di Mare 1, Stella Di Mare, Al Ain Al Sokhna, Suez",3,2, 135 sqm
Apartment,"2,850,000 EGP",Apartment for Sale in the Fifth District October,"5th District, 6 October City, Giza",3,3, 180 sqm
Duplex,"9,000,000 EGP",Under Market Price Park Villa Mountain View ICity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 245 sqm
Apartment,"17,290,000 EGP",Apartment in City Gate finished with Installments,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 223 sqm
Villa,"21,400,000 EGP",Twin Villa 2BR Fully Finished -Very Prime Location,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",2,2, 161 sqm
Villa,"21,500,000 EGP",Twin Villa for Sale in Soma Bay - Fully Finished,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",2,2, 161 sqm
Villa,"21,450,000 EGP",Your Dream Twin Villa in Soma Bay – Reserve Now,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",2,2, 161 sqm
Apartment,"8,500,000 EGP",Luxury Fully Finished Under price Apartment Tag,"Tag Sultan, Ring Road, Cairo",3,3, 150 sqm
Townhouse,"14,825,000 EGP",Under market price | Corner Townhouse in Azzar,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4, 225 sqm
Twin House,"40,000,000 EGP",Twinhouse ForSale At Blanca Marassi Prime Location,"Marassi, Sidi Abdel Rahman, North Coast",4,4, 325 sqm
Apartment,"11,424,000 EGP",شقه للبيع استلام فوري في قلب التجمع الخامس,"Sephora Heights, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1, 168 sqm
Apartment,"34,000,000 EGP",An elegant apartment in a great Mivida spot,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 289 sqm
Duplex,"10,500,000 EGP","300sqm 4BR 4Bath Pool 147,991(Q) 14yr plan","Havana Hills, New Capital Compounds, New Capital City, Cairo",4,4, 300 sqm
Villa,"30,300,000 EGP",Townhouse middle with penthouse at Soul | Bahary,"Soul North Coast, Qesm Ad Dabaah, North Coast",4,5, 267 sqm
Apartment,"8,300,000 EGP",Apartments for sale in Maadi Corniche,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",3,2, 170 sqm
Villa,"10,900,000 EGP",Standalone hot deal ready prime spot old price,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",5,4, 20 sqm
Apartment,"6,700,000 EGP",Open view overlooking the landscape Fully finished,"Vee Sawari, Waterfront, Sawary, Alexandria Compounds, Alexandria",2,2, 137 sqm
Apartment,"20,000,000 EGP",Direct Nile View Apartment For Sale Maadi,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",3,2, 203 sqm
iVilla,"7,350,000 EGP",Resale i Villa Garden Direct on Lagoon delivery 1Y,"Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,3, 220 sqm
Chalet,"2,500,000 EGP",Chalet for Sale – Marselia Blue Bay Asia – Marvel,"Blue Bay Asia, Al Ain Al Sokhna, Suez",1,1, 66 sqm
Apartment,"3,737,660 EGP",Prime Investment Opportunity – 1-Bedroom Apartment,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",1,1, 76 sqm
Apartment,"10,000,000 EGP","Apartment Fully Finished ,Landscape view","O West, 6 October Compounds, 6 October City, Giza",2,3, 148 sqm
Apartment,"3,000,000 EGP",شقة ريسيل للبيع في قلب مدينة نصرر دجلة لاند مااارك,"Degla Landmark, Nasr City Compounds, Nasr City, Cairo",3,2, 132 sqm
Apartment,"1,350,000 EGP",شقة ريسيل للبيع في قلب مدينة نصر دجلة لاند مااارك ,"Degla Landmark, Nasr City Compounds, Nasr City, Cairo",2,1, 89 sqm
Apartment,"1,350,000 EGP","Apartment for sale, 88m², side view, immediate occ","Degla Landmark, Nasr City Compounds, Nasr City, Cairo",2,1, 88 sqm
Apartment,Ask for price,Apartment for sale in a prime location in Mostakba,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,4, 231 sqm
Villa,"35,000,000 EGP",Standalone Villa Resale Install Ready To Move,"O West, 6 October Compounds, 6 October City, Giza",5,5, 400 sqm
Villa,"26,000,000 EGP",Fully Finished Villa Facing Nile - Installments,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",3,4, 200 sqm
Apartment,"14,363,170 EGP",Apartment for sale with installments till 2031,"Village Views, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,3, 202 sqm
Twin House,"31,000,000 EGP",Twin House Below Market Price in Azzar,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6, 340 sqm
Apartment,"10,154,000 EGP",Apt For Sale In Taj City New Cairo With 5%DP On 8Y,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2, 115 sqm
Apartment,"3,500,000 EGP",بحديقة خاصة  بالقرب من التسعين و كمبوند مفيدا,"Al Andalus Buildings, Al Andalus District, New Cairo City, Cairo",3,2, 145 sqm
Apartment,"3,700,000 EGP",Distinctive apartment - for sale - Garden Hills,"Garden Hills, Northern Expansions, 6 October City, Giza",2,2, 130 sqm
Duplex,"14,585,861 EGP",Loft with Lowest Down payment and inst til 2031,"Village Views, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,4, 195 sqm
Apartment,"5,700,000 EGP",Ready to Move Apartment in Mountain view,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2, 140 sqm
Villa,"5,000,000 EGP","Villa for sale in 6th of October City, 260 sq m,","Tawny Hyde Park, 6 October Compounds, 6 October City, Giza",3,3, 20 sqm
Chalet,"9,000,000 EGP",Own Your Chalet at Monte Galala with Garden,"IL Monte Galala, Al Ain Al Sokhna, Suez",3,3, 112 sqm
Apartment,"10,868,967 EGP",Apartment with garden with installments till 2031,"Village Views, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2,3, 137 sqm
Apartment,"2,550,000 EGP",استوديو استلام فوري متشطب في كمبوند Nyoum October,"Nyoum October, Northern Expansions, 6 October City, Giza",1,1, 51 sqm
Apartment,"11,000,000 EGP",Apartment For Sale With 5% Down Payment Prime View,"Hyde Park, New Cairo City, Cairo",2,2, 124 sqm
Apartment,"12,000,000 EGP",Apartment For Sale Over 8 Years Close Delivery ,"Hyde Park, New Cairo City, Cairo",2,2, 136 sqm
Apartment,"14,000,000 EGP",Own Apartment 3 Bedrooms Over 8 Years Prime View,"Hyde Park, New Cairo City, Cairo",3,3, 171 sqm
Apartment,"15,000,000 EGP",Apartment For Sale Over 8 Years For Limited Time ,"Hyde Park, New Cairo City, Cairo",3,3, 191 sqm
Apartment,"8,000,000 EGP",Apartment Close Delivery For Sale Over 8 Years ,"Hyde Park, New Cairo City, Cairo",1,1, 90 sqm
Villa,"28,000,000 EGP",Town House Over 7 Years Close Delivery Prime View,"Hyde Park, New Cairo City, Cairo",3,3, 235 sqm
Villa,"28,500,000 EGP",Town House For Sale With The Lowest Down Payment,"Hyde Park, New Cairo City, Cairo",4,4, 250 sqm
Villa,"29,000,000 EGP",Town House Close Delivery For Sale Over 7 Years,"Hyde Park, New Cairo City, Cairo",4,4, 260 sqm
Villa,"30,000,000 EGP",Villa Ready To Deliver For Sale Over 7 Years,"Hyde Park, New Cairo City, Cairo",4,4, 302 sqm
Apartment,"9,000,000 EGP",Luxure Apartment for sale La vista patio Oro,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2, 165 sqm
Apartment,"670,000 EGP",شقه في حي الاندلس قريبه لمترو الروبيكي والخدمات,"El Motamayez District, Badr City, Cairo",3,1, 90 sqm
Chalet,"9,000,000 EGP",Own Your Chalet at Monte Galala with Garden,"IL Monte Galala, Al Ain Al Sokhna, Suez",3,3, 112 sqm
Apartment,"10,868,967 EGP",Apartment with garden with installments till 2031,"Village Views, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2,3, 137 sqm
Apartment,"2,550,000 EGP",استوديو استلام فوري متشطب في كمبوند Nyoum October,"Nyoum October, Northern Expansions, 6 October City, Giza",1,1, 51 sqm
Apartment,"11,000,000 EGP",Apartment For Sale With 5% Down Payment Prime View,"Hyde Park, New Cairo City, Cairo",2,2, 124 sqm
